No. Orden,N° de serie,Year,Quarter,Month,Day,Categoría,T. respuesta,Business Team,Pago Base CDMX y área metropolitana,Pago Base Interior,menos de 3 días,entre 3 y 6 días,entre 7 y 15 días,entre 16 y 30 días,entre 31 y 59 días,60 días o más,REGION,TR Ciudades principales,TR Otras ciudades,Loc TR,familia matriz global,Ruta,Year.1,Quarter.1,Month.1,Day.1,RESIDENTE/FIJO,time,viabilidad,veces_obj,pagofinal
70372,0BG2948808,2019,Qtr 2,April,11,CORRECTIVO,3.1,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,ESTADO DE MEXICO,2019,Qtr 2,April,16,0,31,1.1,0.775,1730.3
70373,0BG2951663,2019,Qtr 2,April,11,CORRECTIVO,2.366667,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,ESTADO DE MEXICO,2019,Qtr 2,April,12,0,28,1.05,0.59166675,1651.65
70376,09HB333616,2019,Qtr 2,April,11,CORRECTIVO,1.766667,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,A4 Mono MFPs,JALISCO,2019,Qtr 2,April,11,NA,0,0,0,0
70380,0X76705839,2019,Qtr 2,April,11,CORRECTIVO,0.2166667,Office Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,CHIHUAHUA,2019,Qtr 2,April,11,0,0,1.1,0.04333334,1501.5
70383,0RXD142390,2019,Qtr 2,April,11,MANTENIMIENTO PREVENTIVO,0,Color Laser Printers,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A3 Office Color Laser MFPs,CHIHUAHUA,2019,Qtr 2,April,11,0,175,0,0,715
70385,0UHA002004,2019,Qtr 2,April,11,CORRECTIVO,0.8833333,High End Cut Sheet,1116,2145,0.6,0.8,1.05,1.1,1.15,1.2,INTERIOR,3,6,Ciudad principal,High End Cut Sheet,JALISCO,2019,Qtr 2,April,17,0,3,0.8,0.294444433333333,1716
70387,0X76703918,2019,Qtr 2,April,11,CORRECTIVO,2.3,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,CHIHUAHUA,2019,Qtr 2,April,16,0,43,1.05,0.46,1433.25
70391,0BG0966729,2019,Qtr 2,April,11,CORRECTIVO,3.9,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,SAN LUIS POTOSI,2019,Qtr 2,April,18,0,16,1.05,0.975,1651.65
70395,0D6X457987,2019,Qtr 2,April,11,CORRECTIVO,1.833333,Entry Mono Printers,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,Entry Mono Printers,CHIHUAHUA,2019,Qtr 2,April,11,0,176,1.05,0.3666666,750.75
70398,0C4X011210,2019,Qtr 2,April,11,CORRECTIVO,1.733333,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,A4 Mono MFPs,JALISCO,2019,Qtr 2,April,11,NA,0,0,0,0
70402,09HB331906,2019,Qtr 2,April,11,MANTENIMIENTO PREVENTIVO,0,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,JALISCO,2019,Qtr 2,April,11,1,1,0,0,0
70403,09HB331709,2019,Qtr 2,April,11,MANTENIMIENTO PREVENTIVO,0,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,JALISCO,2019,Qtr 2,April,11,1,16,0,0,0
70406,09HB331869,2019,Qtr 2,April,11,MANTENIMIENTO PREVENTIVO,0,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,JALISCO,2019,Qtr 2,April,11,1,76,0,0,0
70407,09HB318209,2019,Qtr 2,April,11,CORRECTIVO,0.7666667,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Otras,A4 Mono MFPs,COAHUILA,2019,Qtr 2,April,11,0,73,1.05,0.0851851888888889,750.75
70408,06TB445797,2019,Qtr 2,April,11,CONFIGURACION,0,A3 Office Color Laser MFPs,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,A3 Office Color Laser MFPs,JALISCO,2019,Qtr 2,April,11,0,34,1.05,0,1433.25
70409,03BT801958,2019,Qtr 2,April,11,CORRECTIVO,2.333333,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Otras,A4 Mono MFPs,COAHUILA,2019,Qtr 2,April,11,0,14,0,0.259259222222222,0
70411,09HB331915,2019,Qtr 2,April,11,MANTENIMIENTO PREVENTIVO,0,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,A4 Mono MFPs,JALISCO,2019,Qtr 2,April,11,NA,29,0,0,0
70412,0BG0966730,2019,Qtr 2,April,11,CORRECTIVO,2.283333,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,MICHOACAN,2019,Qtr 2,April,11,0,3,0.6,0.57083325,943.8
70414,0XLT269172,2019,Qtr 2,April,11,CORRECTIVO,2.883333,Entry Mono Printers,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,Entry Mono Printers,TAMAULIPAS,2019,Qtr 2,April,12,0,87,1.05,0.5766666,750.75
70417,09HB331843,2019,Qtr 2,April,11,MANTENIMIENTO PREVENTIVO,0,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,JALISCO,2019,Qtr 2,April,11,1,22,0,0,0
70419,0BB1252025,2019,Qtr 2,April,11,CORRECTIVO,2.5,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,CHIHUAHUA,2019,Qtr 2,April,11,0,17,0.6,0.5,429
70420,0PW4792201,2019,Qtr 2,April,11,CORRECTIVO,0.2333333,WF Mono Systems and Legacy Color,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,WF Mono Systems and Legacy Color,CHIHUAHUA,2019,Qtr 2,April,11,0,63,1.15,0.058333325,1808.95
70425,09HB331385,2019,Qtr 2,April,11,CORRECTIVO,2.4,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,METRO,5,9,Ciudad principal,A4 Mono MFPs,ESTADO DE MEXICO,2019,Qtr 2,April,11,1,64,0,0,0
70426,0KPA018612,2019,Qtr 2,April,11,MANTENIMIENTO PREVENTIVO,0,Entry Mono Printers,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,Departmental Digital,CHIHUAHUA,2019,Qtr 2,April,12,0,29,0,0,715
70430,09HB331353,2019,Qtr 2,April,11,MANTENIMIENTO PREVENTIVO,0,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,A4 Mono MFPs,JALISCO,2019,Qtr 2,April,11,NA,22,0,0,0
70440,09HB331604,2019,Qtr 2,April,11,MANTENIMIENTO PREVENTIVO,0,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,A4 Mono MFPs,JALISCO,2019,Qtr 2,April,11,NA,22,0,0,0
70445,0Y4X821406,2019,Qtr 2,April,11,CORRECTIVO,1.533333,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Light Production Digital Business,CHIHUAHUA,2019,Qtr 2,April,11,0,86,1.1,0.3066666,1501.5
70447,0BG2948884,2019,Qtr 2,April,11,CORRECTIVO,1.45,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Otras,High End Cut Sheet,COAHUILA,2019,Qtr 2,April,12,0,231,1.15,0.241666666666667,1808.95
70466,0XKP536906,2019,Qtr 2,April,11,CORRECTIVO,0,A3 Office Color Laser MFPs,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,A3 Office Color Laser MFPs,CHIHUAHUA,2019,Qtr 2,April,15,0,92,1.1,0,1501.5
70467,05BT705082,2019,Qtr 2,April,11,CORRECTIVO,0.9666666,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,NUEVO LEON,2019,Qtr 2,April,11,0,58,0.8,0.19333332,572
70468,0EX9299901,2019,Qtr 2,April,11,CORRECTIVO,1.6,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,TAMAULIPAS,2019,Qtr 2,April,12,0,2,0,0.32,0
70469,0D6X468370,2019,Qtr 2,April,11,CORRECTIVO,5.016667,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,Entry Mono Printers,SAN LUIS POTOSI,2019,Qtr 2,April,12,NA,0,0,0,0
70470,06TB445692,2019,Qtr 2,April,11,CORRECTIVO,1.15,A3 Office Color Laser MFPs,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,A3 Office Color Laser MFPs,JALISCO,2019,Qtr 2,April,11,1,6,0,0,0
70472,0X76373107,2019,Qtr 2,April,11,CORRECTIVO,0.8666667,Office Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,MICHOACAN,2019,Qtr 2,April,11,0,253,1.1,0.17333334,1501.5
70473,0A2T367031,2019,Qtr 2,April,11,CORRECTIVO,2.833333,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Otras,A4 Mono MFPs,NUEVO LEON,2019,Qtr 2,April,12,0,182,1.05,0.314814777777778,750.75
70474,0EX9293515,2019,Qtr 2,April,11,CORRECTIVO,0.9833333,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,JALISCO,2019,Qtr 2,April,15,0,10,0.6,0.19666666,819
70482,0BG2956818,2019,Qtr 2,April,11,CORRECTIVO,0.5666667,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,JALISCO,2019,Qtr 2,April,15,0,45,1.1,0.141666675,1730.3
70488,0X76707969,2019,Qtr 2,April,11,CORRECTIVO,0.35,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,ESTADO DE MEXICO,2019,Qtr 2,April,12,0,323,1.1,0.07,1501.5
70489,0EX9664447,2019,Qtr 2,April,11,CORRECTIVO,0.6666667,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,JALISCO,2019,Qtr 2,April,12,0,10,0.6,0.13333334,819
70490,0A1H022378,2019,Qtr 2,April,11,CORRECTIVO,0.15,WF Mono Systems and Legacy Color,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,METRO,4,6,Ciudad principal,WF Mono Systems and Legacy Color,NUEVO LEON,2019,Qtr 2,April,15,0,374,1.15,0.0375,923.45
70493,0XPN399404,2019,Qtr 2,April,11,CORRECTIVO,0,Entry Production Color Low/Mid,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,Entry Production Color Low/Mid,QUERETARO,2019,Qtr 2,April,15,0,31,1.1,0,1730.3
70494,0A1H022401,2019,Qtr 2,April,11,CORRECTIVO,0.4833333,WF Mono Systems and Legacy Color,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,WF Mono Systems and Legacy Color,QUERETARO,2019,Qtr 2,April,12,0,93,1.15,0.120833325,1808.95
70495,09HB331790,2019,Qtr 2,April,11,MANTENIMIENTO PREVENTIVO,0,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,JALISCO,2019,Qtr 2,April,11,1,16,0,0,0
70497,0XEH805087,2019,Qtr 2,April,11,MANTENIMIENTO PREVENTIVO,0,Office Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,CHIHUAHUA,2019,Qtr 2,April,12,0,28,0,0,1365
70500,09HB331708,2019,Qtr 2,April,11,MANTENIMIENTO PREVENTIVO,0,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,JALISCO,2019,Qtr 2,April,11,1,16,0,0,0
70501,09HB331782,2019,Qtr 2,April,11,MANTENIMIENTO PREVENTIVO,0,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,JALISCO,2019,Qtr 2,April,11,1,50,0,0,0
70502,09HB331371,2019,Qtr 2,April,11,MANTENIMIENTO PREVENTIVO,0,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,JALISCO,2019,Qtr 2,April,11,1,17,0,0,0
70504,0X76375119,2019,Qtr 2,April,11,MANTENIMIENTO PREVENTIVO,0,Office Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,CHIHUAHUA,2019,Qtr 2,April,12,0,92,0,0,1365
70505,Y4X822461,2019,Qtr 2,April,11,MANTENIMIENTO PREVENTIVO,0,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Light Production Digital Business,TAMAULIPAS,2019,Qtr 2,April,12,0,27,0,0,1365
70508,0E2B659015,2019,Qtr 2,April,12,CORRECTIVO,2.616667,Entry Production Color Low/Mid,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,Entry Production Color Low/Mid,JALISCO,2019,Qtr 2,April,12,0,7,0.8,0.65416675,1258.4
70509,0EX9662181,2019,Qtr 2,April,12,CORRECTIVO,3.5,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,JALISCO,2019,Qtr 2,April,12,0,8,0.6,0.7,819
70510,0Y4X848752,2019,Qtr 2,April,12,MANTENIMIENTO PREVENTIVO,0,Office Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Light Production Digital Business,JALISCO,2019,Qtr 2,April,12,1,4,0,0,0
70512,0VMA558265,2019,Qtr 2,April,12,MANTENIMIENTO PREVENTIVO,0,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Otras,A4 Mono MFPs,COAHUILA,2019,Qtr 2,April,12,1,200,0,0,0
70513,09HB331506,2019,Qtr 2,April,12,MANTENIMIENTO PREVENTIVO,0,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,JALISCO,2019,Qtr 2,April,12,1,14,0,0,0
70514,0VMA675057,2019,Qtr 2,April,12,MANTENIMIENTO PREVENTIVO,0,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Otras,A4 Mono MFPs,COAHUILA,2019,Qtr 2,April,12,1,200,0,0,0
70525,0A1H020594,2019,Qtr 2,April,12,MANTENIMIENTO PREVENTIVO,0.4166667,WF Mono Systems and Legacy Color,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,WF Mono Systems and Legacy Color,CHIHUAHUA,2019,Qtr 2,April,12,0,18,0,0,1573
70531,0XEL566166,2019,Qtr 2,April,12,CORRECTIVO,1.45,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,TAMAULIPAS,2019,Qtr 2,April,12,0,21,0.8,0.29,1092
70542,002411031,2019,Qtr 2,April,12,CONFIGURACION,0.6666667,WF Mono Systems and Legacy Color,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,WF Mono Systems and Legacy Color,QUERETARO,2019,Qtr 2,April,12,0,21,1.05,0.166666675,1651.65
70547,0XLT861820,2019,Qtr 2,April,12,CORRECTIVO,0,Entry Mono Printers,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,Entry Mono Printers,CHIHUAHUA,2019,Qtr 2,April,17,0,178,1.05,0,750.75
70553,0UHA001710,2019,Qtr 2,April,12,MANTENIMIENTO PREVENTIVO,0,High End Cut Sheet,1116,2145,0.6,0.8,1.05,1.1,1.15,1.2,INTERIOR,3,6,Ciudad principal,High End Cut Sheet,NUEVO LEON,2019,Qtr 2,April,12,0,2,0,0,2145
70561,0KPA018838,2019,Qtr 2,April,12,MANTENIMIENTO PREVENTIVO,0,Entry Mono Printers,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,Departmental Digital,CHIHUAHUA,2019,Qtr 2,April,12,0,2,0,0,715
70562,09HB320557,2019,Qtr 2,April,12,CORRECTIVO,1.416667,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,A4 Mono MFPs,CHIHUAHUA,2019,Qtr 2,April,12,NA,0,0,0,0
70563,0VGW624391,2019,Qtr 2,April,12,CORRECTIVO,0.03333334,Entry Production Color Low/Mid,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,Entry Production Color Low/Mid,CHIHUAHUA,2019,Qtr 2,April,12,0,10,0.8,0.008333335,1258.4
70564,0BB1252169,2019,Qtr 2,April,12,CORRECTIVO,1.283333,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,CHIHUAHUA,2019,Qtr 2,April,12,0,28,0.6,0.2566666,429
70566,0MX1185934,2019,Qtr 2,April,12,CORRECTIVO,0.1833333,A3 Office Color Laser MFPs,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,A3 Office Color Laser MFPs,CHIHUAHUA,2019,Qtr 2,April,15,0,9,0.6,0.03666666,819
70581,0BG2940184,2019,Qtr 2,April,12,CORRECTIVO,1.5,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,JALISCO,2019,Qtr 2,April,15,0,8,0.8,0.375,1258.4
70586,09HB320824,2019,Qtr 2,April,12,CORRECTIVO,1.183333,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,NUEVO LEON,2019,Qtr 2,April,12,0,260,1.05,0.2366666,750.75
70591,06HB015876,2019,Qtr 2,April,12,CORRECTIVO,0,Entry Mono Printers,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,CHIHUAHUA,2019,Qtr 2,April,12,1,44,0,0,0
70595,0X76370965,2019,Qtr 2,April,12,CORRECTIVO,1.466667,Office Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,CHIHUAHUA,2019,Qtr 2,April,12,0,154,1.1,0.2933334,1501.5
70600,03BT802581,2019,Qtr 2,April,12,CORRECTIVO,1.666667,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,TAMAULIPAS,2019,Qtr 2,April,12,0,331,1.05,0.3333334,750.75
70608,0C4X003927,2019,Qtr 2,April,12,CORRECTIVO,0.6666667,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,CHIHUAHUA,2019,Qtr 2,April,12,0,71,1.05,0.13333334,750.75
70613,0C4X002927,2019,Qtr 2,April,12,CORRECTIVO,0.9833333,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,CHIHUAHUA,2019,Qtr 2,April,12,0,8,0,0.19666666,0
70615,06TB445710,2019,Qtr 2,April,12,MANTENIMIENTO PREVENTIVO,0,A3 Office Color Laser MFPs,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,A3 Office Color Laser MFPs,JALISCO,2019,Qtr 2,April,12,0,11,0,0,1365
70621,0XKK398474,2019,Qtr 2,April,12,CORRECTIVO,0.35,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,A3 Office Color Laser MFPs,COAHUILA,2019,Qtr 2,April,17,NA,21,0,0,0
70624,0A1H020874,2019,Qtr 2,April,12,CORRECTIVO,2.033333,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,WF Mono Systems and Legacy Color,HIDALGO,2019,Qtr 2,April,12,NA,0,0,0,0
70628,09HB331848,2019,Qtr 2,April,12,MANTENIMIENTO PREVENTIVO,0,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,JALISCO,2019,Qtr 2,April,12,1,9,0,0,0
70632,0XEH070338,2019,Qtr 2,April,12,MANTENIMIENTO PREVENTIVO,0,Office Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,CHIHUAHUA,2019,Qtr 2,April,15,0,23,0,0,1365
70636,09HB331830,2019,Qtr 2,April,12,MANTENIMIENTO PREVENTIVO,0,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,JALISCO,2019,Qtr 2,April,12,1,43,0,0,0
70643,09HB331761,2019,Qtr 2,April,12,MANTENIMIENTO PREVENTIVO,0,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,A4 Mono MFPs,JALISCO,2019,Qtr 2,April,12,NA,21,0,0,0
70648,0A1H020707,2019,Qtr 2,April,12,CORRECTIVO,2.75,WF Mono Systems and Legacy Color,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,WF Mono Systems and Legacy Color,QUERETARO,2019,Qtr 2,April,15,0,65,1.15,0.6875,1808.95
70649,0C7X246842,2019,Qtr 2,April,12,MANTENIMIENTO PREVENTIVO,0,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,JALISCO,2019,Qtr 2,April,12,0,0,0,0,715
70663,09HB331516,2019,Qtr 2,April,12,MANTENIMIENTO PREVENTIVO,0,A4 Mono MFPs,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,A4 Mono MFPs,JALISCO,2019,Qtr 2,April,12,1,11,0,0,0
70664,0EX9293419,2019,Qtr 2,April,12,CORRECTIVO,0.6666667,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,NUEVO LEON,2019,Qtr 2,April,17,0,15,0.6,0.13333334,819
70665,0XLT861631,2019,Qtr 2,April,12,MANTENIMIENTO PREVENTIVO,0,Entry Mono Printers,468,715,0,0,0,0.6,0.8,1.05,INTERIOR,5,9,Ciudad principal,Entry Mono Printers,CHIHUAHUA,2019,Qtr 2,April,12,0,66,0,0,715
70666,03AG879544,2019,Qtr 2,April,12,CORRECTIVO,2.1,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Light Production Digital Business,JALISCO,2019,Qtr 2,April,16,0,17,0.8,0.42,1092
70675,0BG0972350,2019,Qtr 2,April,12,CORRECTIVO,1.666667,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,NUEVO LEON,2019,Qtr 2,April,12,0,15,0.8,0.41666675,1258.4
70683,0Y4X848752,2019,Qtr 2,April,12,CORRECTIVO,0.7666667,Office Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Light Production Digital Business,JALISCO,2019,Qtr 2,April,12,1,0,0,0,0
70689,0EX7387236,2019,Qtr 2,April,12,CORRECTIVO,0,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,CHIHUAHUA,2019,Qtr 2,April,12,0,11,0.6,0,819
70692,0Y4X831638,2019,Qtr 2,April,12,CORRECTIVO,3.433333,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Otras,Light Production Digital Business,CHIHUAHUA,2019,Qtr 2,April,15,0,113,1.1,0.381481444444444,1501.5
70703,0X76707644,2019,Qtr 2,April,12,CORRECTIVO,0.3333333,Departmental Digital,655,1365,0,0,0.6,0.8,1.05,1.1,INTERIOR,5,9,Ciudad principal,Departmental Digital,ESTADO DE MEXICO,2019,Qtr 2,April,15,0,149,1.1,0.06666666,1501.5
70704,0E2B658304,2019,Qtr 2,April,12,CORRECTIVO,0.4,Entry Production Color Low/Mid,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,Entry Production Color Low/Mid,NUEVO LEON,2019,Qtr 2,April,17,0,10,0.8,0.1,1258.4
70708,09HB333642,2019,Qtr 2,April,12,MANTENIMIENTO PREVENTIVO,0,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,A4 Mono MFPs,JALISCO,2019,Qtr 2,April,12,NA,0,0,0,0
70709,09HB332064,2019,Qtr 2,April,12,MANTENIMIENTO PREVENTIVO,0,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,A4 Mono MFPs,JALISCO,2019,Qtr 2,April,12,NA,16,0,0,0
70713,0BG2951480,2019,Qtr 2,April,14,CORRECTIVO,0.08333334,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,SAN LUIS POTOSI,2019,Qtr 2,April,15,0,4,0.6,0.020833335,943.8
70714,0VGW624391,2019,Qtr 2,April,14,CORRECTIVO,0.25,Entry Production Color Low/Mid,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,Entry Production Color Low/Mid,CHIHUAHUA,2019,Qtr 2,April,17,0,2,0.2,0.0625,314.6
70715,0MX4465075,2019,Qtr 2,April,14,CORRECTIVO,0.2,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,A3 Office Color Laser MFPs,GUANAJUATO,2019,Qtr 2,April,23,NA,12,0,0,0
70716,0XPN548352,2019,Qtr 2,April,14,CORRECTIVO,0.4333333,Entry Production Color Low/Mid,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,Entry Production Color Low/Mid,JALISCO,2019,Qtr 2,April,17,0,25,1.05,0.108333325,1651.65
70717,0BG2950141,2019,Qtr 2,April,14,CORRECTIVO,0.4333333,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,JALISCO,2019,Qtr 2,April,15,0,31,1.1,0.108333325,1730.3
70718,0BG2951638,2019,Qtr 2,April,14,CORRECTIVO,1.5,Light Production Digital Business,803,1573,0.2,0.6,0.8,1.05,1.1,1.15,INTERIOR,4,6,Ciudad principal,High End Cut Sheet,JALISCO,2019,Qtr 2,April,15,0,4,0.6,0.375,943.8
